Symbol,A005930,A000660,A068270,A005380,A005490,A035420,A051910,A105560,A012330,A055550,A015760,A051900,A032830,A017670,A034730,A096770,A090430,A006400,A033780,A066570,A000270,A003550,A010950,A086790,A000810,A011170,A009150,A000030
2012-12-19,30000,26900,40741,224000,355500,358126,327000,37600,290000,37850,28800,633000,96000,157500,101000,173000,130033,153500,82700,72400,58800,65000,106500,34900,216500,244000,103500,15400
2012-12-20,30300,26850,41916,228000,348000,366746,337500,37100,298000,37900,28800,655000,97000,158000,102000,175000,130033,155500,83000,72200,59500,65400,108000,35200,215000,248000,105500,15400
2012-12-21,29860,26300,42577,223500,357000,340886,340500,38500,297000,39000,30100,650000,97400,159500,105000,177000,126333,156500,82500,73100,57800,65800,108000,35900,222500,249000,106500,15400
2012-12-22,29860,26300,42577,223500,357000,340886,340500,38500,297000,39000,30100,650000,97400,159500,105000,177000,126333,156500,82500,73100,57800,65800,108000,35900,222500,249000,106500,15400
2012-12-23,29860,26300,42577,223500,357000,340886,340500,38500,297000,39000,30100,650000,97400,159500,105000,177000,126333,156500,82500,73100,57800,65800,108000,35900,222500,249000,106500,15400
2012-12-24,28960,25400,42723,222500,352500,355775,333000,38200,295000,39100,30100,647000,97200,160500,104000,172500,123432,154000,85500,74200,57800,66700,106000,35800,225000,242000,101500,15400
2012-12-25,28960,25400,42723,222500,352500,355775,333000,38200,295000,39100,30100,647000,97200,160500,104000,172500,123432,154000,85500,74200,57800,66700,106000,35800,225000,242000,101500,15400
2012-12-26,29600,25300,43017,224000,353500,365179,334000,38000,297000,39400,28900,652000,97100,159500,103500,173500,123532,154500,84500,73500,58100,66800,107000,35750,223500,243000,100000,15400
2012-12-27,29400,25450,43252,223000,350000,354208,332500,37500,297500,38900,29350,654000,96400,152000,101000,174000,122331,153000,81100,72400,57400,65600,104500,34800,217500,240500,99000,15400
2012-12-28,29760,25750,43167,221000,352000,353424,329000,37200,291500,38500,29600,654000,95000,151000,102500,173000,122031,152000,79800,73200,57100,65000,105000,34650,217000,242000,99600,15400
2012-12-29,29760,25750,43167,221000,352000,353424,329000,37200,291500,38500,29600,654000,95000,151000,102500,173000,122031,152000,79800,73200,57100,65000,105000,34650,217000,242000,99600,15400
2012-12-30,29760,25750,43167,221000,352000,353424,329000,37200,291500,38500,29600,654000,95000,151000,102500,173000,122031,152000,79800,73200,57100,65000,105000,34650,217000,242000,99600,15400
2012-12-31,29760,25750,43167,221000,352000,353424,329000,37200,291500,38500,29600,654000,95000,151000,102500,173000,122031,152000,79800,73200,57100,65000,105000,34650,217000,242000,99600,15400
2013-01-01,29760,25750,43167,221000,352000,353424,329000,37200,291500,38500,29600,654000,95000,151000,102500,173000,122031,152000,79800,73200,57100,65000,105000,34650,217000,242000,99600,15400
2013-01-02,30660,26150,44682,220500,355500,361261,334500,38300,290000,38850,30750,658000,94900,153500,103000,177000,121631,152000,80500,74600,57000,65700,105000,35000,218500,251000,100000,15400
2013-01-03,31640,26900,44261,216000,365000,358910,344500,39000,286500,39700,31750,655000,96300,149500,105000,179500,121631,154000,78300,78200,56300,67600,106500,36500,215000,262000,102000,15400
2013-01-04,30800,26800,43756,204500,374500,347155,344000,38900,267000,40000,31400,649000,96500,151000,107000,182500,122432,156500,76400,78800,54300,68000,106000,36900,211000,262000,100000,15400
2013-01-05,30800,26800,43756,204500,374500,347155,344000,38900,267000,40000,31400,649000,96500,151000,107000,182500,122432,156500,76400,78800,54300,68000,106000,36900,211000,262000,100000,15400
2013-01-06,30800,26800,43756,204500,374500,347155,344000,38900,267000,40000,31400,649000,96500,151000,107000,182500,122432,156500,76400,78800,54300,68000,106000,36900,211000,262000,100000,15400
2013-01-07,30300,26400,44345,205500,369000,359693,331000,39350,263000,40500,31300,651000,97500,153500,108000,181500,123532,157000,76900,79000,53800,67500,105000,36700,214500,254000,99500,15400
2013-01-08,30260,26050,43504,209000,371500,376150,324500,39450,262000,40300,30700,655000,96900,156000,106000,176500,124732,153500,78100,78300,53700,67500,101500,36500,215500,249500,100500,15400
2013-01-09,30000,26500,43756,213000,366000,374583,326500,38500,268000,40100,30850,685000,96200,154000,105000,174500,123232,155000,81500,78700,54900,66700,100000,37200,216500,254000,100500,15400
2013-01-10,30300,26150,43336,208000,356500,363612,323000,38000,266000,39300,32900,677000,96600,152500,104000,170500,120231,154500,79000,76000,54600,66700,98400,36100,211000,253000,99300,15400
2013-01-11,30960,27100,43588,211500,360500,363612,330500,38350,266500,40300,32700,661000,96800,156000,105000,172500,117830,155500,81800,76600,55400,66600,98900,36400,213000,258500,99400,15400
2013-01-12,30960,27100,43588,211500,360500,363612,330500,38350,266500,40300,32700,661000,96800,156000,105000,172500,117830,155500,81800,76600,55400,66600,98900,36400,213000,258500,99400,15400
2013-01-13,30960,27100,43588,211500,360500,363612,330500,38350,266500,40300,32700,661000,96800,156000,105000,172500,117830,155500,81800,76600,55400,66600,98900,36400,213000,258500,99400,15400
2013-01-14,30780,27250,43756,207500,360500,356559,321000,37650,256000,38400,33900,647000,95500,155000,105500,167500,116330,150500,79200,74200,53200,65800,97000,36350,210500,255000,96200,15400
2013-01-15,31200,26800,43588,211000,359000,365963,318500,38300,256000,38950,34400,651000,97300,160500,106000,164500,119831,149000,81100,74900,53700,64900,96500,37400,213000,249500,95000,15400
2013-01-16,30280,26200,43252,210500,357000,371448,315500,38500,255500,39650,33450,667000,99300,162500,107500,163000,116330,150500,80200,73600,53800,64100,97100,37400,211000,251500,94700,15400
2013-01-17,30040,26350,43841,213500,356500,364395,315500,38800,260500,39650,33800,652000,99400,165500,107500,165000,116230,149500,78900,73000,55500,64200,97800,37600,211000,251000,94100,15400
2013-01-18,29600,26050,43588,215000,353000,369881,323000,39250,262000,39700,34200,669000,101000,164000,108000,167000,113929,148500,77300,74500,55500,65100,98000,38500,212500,257000,94100,15400
2013-01-19,29600,26050,43588,215000,353000,369881,323000,39250,262000,39700,34200,669000,101000,164000,108000,167000,113929,148500,77300,74500,55500,65100,98000,38500,212500,257000,94100,15400
2013-01-20,29600,26050,43588,215000,353000,369881,323000,39250,262000,39700,34200,669000,101000,164000,108000,167000,113929,148500,77300,74500,55500,65100,98000,38500,212500,257000,94100,15400
2013-01-21,29280,25750,43756,213500,360000,374583,320000,39150,260500,40450,34300,672000,107500,164000,108500,165000,115030,145500,76100,75700,54400,64900,97700,38750,212500,256000,94200,15400
2013-01-22,28900,25500,43504,209000,358500,382419,315500,40050,265000,40900,34200,670000,109000,169000,108500,168000,113129,145000,75600,76500,53400,65900,98000,39050,214500,248500,93500,15400
2013-01-23,30000,25050,43083,218500,365500,386337,313500,39950,275000,40550,34100,656000,106500,173000,106000,168000,112829,147500,75100,76900,54700,65900,98700,39250,214500,245000,95400,15400
2013-01-24,29360,24600,42494,217000,360500,389472,313000,39500,275500,40550,33600,619000,106500,173000,104000,168500,108128,147000,75700,74700,54500,65100,97600,39400,214000,238000,96400,15400
2013-01-25,29200,24300,42410,202000,368500,387121,312500,39450,262000,40550,34550,607000,107000,171500,104000,171000,107328,143000,76100,73600,50800,64500,99300,39800,218500,242000,96300,15400
2013-01-26,29200,24300,42410,202000,368500,387121,312500,39450,262000,40550,34550,607000,107000,171500,104000,171000,107328,143000,76100,73600,50800,64500,99300,39800,218500,242000,96300,15400
2013-01-27,29200,24300,42410,202000,368500,387121,312500,39450,262000,40550,34550,607000,107000,171500,104000,171000,107328,143000,76100,73600,50800,64500,99300,39800,218500,242000,96300,15400
2013-01-28,27920,24150,41821,200500,364500,391039,310000,39800,264000,40950,35000,588000,108500,170500,104000,171000,105327,142500,76800,72900,49350,62900,98500,40500,221500,240000,92100,15400
2013-01-29,27800,24500,42158,201000,351500,391039,309000,40400,266500,43000,34900,583000,109000,171500,104000,171000,106127,141000,76500,73200,49400,63200,98500,41000,222000,240500,91000,15400
2013-01-30,28520,24650,43420,205000,355000,380852,312000,39900,272500,42250,33300,588000,106500,167500,103000,172000,108528,141000,75500,74000,51300,63500,99500,40500,218500,249000,92100,15400
2013-01-31,28600,24400,42915,203000,353500,380852,302500,39250,269000,41200,32300,605000,106500,167500,103500,172500,110528,142000,76500,73700,50900,64300,99900,39250,222000,249000,92200,15400
2013-02-01,29200,24250,43083,207000,354000,379284,305500,38550,289000,41400,32450,609000,105000,166500,103500,169000,109528,143500,76400,72300,51900,63800,97000,39700,219500,249500,92100,15400
2013-02-02,29200,24250,43083,207000,354000,379284,305500,38550,289000,41400,32450,609000,105000,166500,103500,169000,109528,143500,76400,72300,51900,63800,97000,39700,219500,249500,92100,15400
2013-02-03,29200,24250,43083,207000,354000,379284,305500,38550,289000,41400,32450,609000,105000,166500,103500,169000,109528,143500,76400,72300,51900,63800,97000,39700,219500,249500,92100,15400
2013-02-04,29000,24500,44009,206500,368000,391039,308000,39300,294000,42100,33300,596000,109000,169500,104500,170500,109428,141000,75200,72600,52100,63900,95300,39900,222000,246000,91900,15400
2013-02-05,28300,24050,45439,201000,356500,369097,299000,37750,291500,40000,33600,597000,106000,172500,107000,169000,105127,138000,75900,70000,50200,62600,93800,38200,217000,240000,90200,15400
2013-02-06,28800,23850,45523,203500,353500,359693,296000,38100,294500,40000,32800,600000,108000,177500,106000,170500,102726,138500,77200,69600,51000,63400,93500,38000,217500,240000,90000,15400
2013-02-07,28780,24650,45608,200500,354500,358910,292000,37400,291500,38850,33000,585000,107000,181000,107500,166500,101426,138500,77300,69700,50200,62100,91500,38000,220500,243000,89400,15400
2013-02-08,28360,24850,44934,200500,354000,368313,294000,37300,297000,39000,31700,592000,107500,181500,106000,166000,100526,137500,76500,71300,49900,62500,91600,38450,218000,242500,92100,15400
2013-02-09,28360,24850,44934,200500,354000,368313,294000,37300,297000,39000,31700,592000,107500,181500,106000,166000,100526,137500,76500,71300,49900,62500,91600,38450,218000,242500,92100,15400
2013-02-10,28360,24850,44934,200500,354000,368313,294000,37300,297000,39000,31700,592000,107500,181500,106000,166000,100526,137500,76500,71300,49900,62500,91600,38450,218000,242500,92100,15400
2013-02-11,28360,24850,44934,200500,354000,368313,294000,37300,297000,39000,31700,592000,107500,181500,106000,166000,100526,137500,76500,71300,49900,62500,91600,38450,218000,242500,92100,15400
2013-02-12,29680,24950,46028,211500,357500,373015,295000,37600,305000,39600,31200,592000,104500,181000,103500,168000,100026,140500,78000,71900,52500,62200,93100,38650,216000,246500,93600,15400
2013-02-13,29480,25250,46113,213500,357000,372232,297500,37800,299500,39400,30700,596000,103000,179500,104000,170000,99226,141000,76300,72100,52300,61700,93500,38950,217000,245500,94400,15400
2013-02-14,29800,25550,46281,216500,360500,383986,302000,38450,298500,40150,31400,606000,107000,176500,106000,177000,99926,142000,77200,72900,54000,62500,97000,39900,219000,252500,94100,15400
2013-02-15,29800,25700,45439,215000,368000,387121,303000,37450,303500,40550,30700,601000,106000,172000,106000,178500,101326,142000,77600,74800,54200,62900,99000,40000,217000,258500,94100,15400
2013-02-16,29800,25700,45439,215000,368000,387121,303000,37450,303500,40550,30700,601000,106000,172000,106000,178500,101326,142000,77600,74800,54200,62900,99000,40000,217000,258500,94100,15400
2013-02-17,29800,25700,45439,215000,368000,387121,303000,37450,303500,40550,30700,601000,106000,172000,106000,178500,101326,142000,77600,74800,54200,62900,99000,40000,217000,258500,94100,15400
2013-02-18,29800,25600,45692,210000,366000,388688,304000,37050,300000,39500,31200,609000,108000,171000,105000,178000,101226,141000,78400,74500,53300,62700,98900,39450,219500,256500,93300,15400
2013-02-19,29600,25800,46197,210000,363000,387121,304500,37250,298000,40900,31300,611000,107500,176000,105000,177000,101226,140000,79400,75100,52700,63200,98500,40400,219500,258000,92700,15400
2013-02-20,30040,26250,46028,213500,363000,391823,303000,37700,302500,41400,31250,613000,107500,173500,105500,179000,103127,140500,78800,76100,54000,63900,100500,40100,221000,260000,93900,15400
2013-02-21,30800,26350,45271,216000,366500,409847,304500,38400,305500,41800,31600,618000,106500,172500,104000,178000,102926,142000,78800,76100,54300,63500,99000,41500,220000,260000,95500,15400
2013-02-22,30600,26400,45608,217500,362000,412198,301000,38300,309000,42650,31400,610000,104500,173000,104000,175000,101826,141000,76300,77400,54800,64300,98800,39400,223500,251000,95000,15400
2013-02-23,30600,26400,45608,217500,362000,412198,301000,38300,309000,42650,31400,610000,104500,173000,104000,175000,101826,141000,76300,77400,54800,64300,98800,39400,223500,251000,95000,15400
2013-02-24,30600,26400,45608,217500,362000,412198,301000,38300,309000,42650,31400,610000,104500,173000,104000,175000,101826,141000,76300,77400,54800,64300,98800,39400,223500,251000,95000,15400
2013-02-25,30980,26500,47795,218000,359000,412981,302000,38900,307500,42100,31950,609000,106500,173000,105500,176500,100326,142500,76500,77400,55100,64800,100500,40300,227000,252500,95700,15400
2013-02-26,30300,26100,47964,213500,356000,408279,297500,38650,304500,42450,30950,608000,105500,175000,105500,175000,99726,140500,75100,77300,54300,64600,99500,40000,228000,246500,94000,15400
2013-02-27,31180,26850,47122,214500,356000,418467,300000,38750,306000,42000,31150,608000,103500,175000,102500,177000,100226,139500,77100,78200,54800,65500,100500,40200,228000,244500,94300,15400
2013-02-28,30600,26700,47291,216500,352500,416116,296500,39050,308000,42650,32750,618000,103500,176000,102000,178000,101026,140000,76200,78400,56000,65800,101000,40250,228000,240000,95200,15400
2013-03-01,30600,26700,47291,216500,352500,416116,296500,39050,308000,42650,32750,618000,103500,176000,102000,178000,101026,140000,76200,78400,56000,65800,101000,40250,228000,240000,95200,15400
2013-03-02,30600,26700,47291,216500,352500,416116,296500,39050,308000,42650,32750,618000,103500,176000,102000,178000,101026,140000,76200,78400,56000,65800,101000,40250,228000,240000,95200,15400
2013-03-03,30600,26700,47291,216500,352500,416116,296500,39050,308000,42650,32750,618000,103500,176000,102000,178000,101026,140000,76200,78400,56000,65800,101000,40250,228000,240000,95200,15400
2013-03-04,31260,26600,45187,219500,350500,420818,295000,39500,316000,43650,32400,620000,103500,179500,102500,177000,102426,139500,76500,78200,56900,65300,99900,40100,228000,235500,95300,15400
2013-03-05,31120,26400,45187,222500,341500,438842,287500,39250,315000,43100,32500,624000,105000,179000,103000,175000,101826,139500,76500,78500,55800,66000,97200,40100,231000,221000,94800,15400
2013-03-06,31440,27650,45187,222000,341500,429438,289000,39500,308000,42550,32900,618000,104000,181500,102500,173000,101026,141000,75500,78500,55500,67000,97500,40500,223000,224000,98000,15400
2013-03-07,30960,28100,45187,219000,342500,417683,288500,39250,306000,42200,33000,621000,106500,179500,101500,170500,100326,139500,76700,77500,54300,65400,96100,40650,220500,218500,97000,15400
2013-03-08,30300,28350,45187,213000,339500,427087,288500,39050,311500,41600,32350,617000,104500,184500,102000,170000,99626,141500,76300,78000,53600,65500,96400,40950,222500,216500,97000,15400
2013-03-09,30300,28350,45187,213000,339500,427087,288500,39050,311500,41600,32350,617000,104500,184500,102000,170000,99626,141500,76300,78000,53600,65500,96400,40950,222500,216500,97000,15400
2013-03-10,30300,28350,45187,213000,339500,427087,288500,39050,311500,41600,32350,617000,104500,184500,102000,170000,99626,141500,76300,78000,53600,65500,96400,40950,222500,216500,97000,15400
2013-03-11,29860,28250,45187,210000,343000,427871,285500,39000,309500,42100,32300,623000,105500,185000,101500,168500,102226,142000,75900,77700,52600,66400,95600,41200,224500,217500,96300,15400
2013-03-12,30080,28850,45187,210500,337500,418467,283000,38700,302000,41500,32050,631000,105500,185500,99300,170500,102726,142000,75300,78400,52700,66600,96800,40900,228500,214000,96000,15400
2013-03-13,30120,28300,45187,209500,339000,409847,281500,38050,303000,41050,31850,630000,104000,182500,97700,168500,101826,141500,74800,78500,52600,65600,95300,40000,219500,215500,94300,15400
2013-03-14,30560,28450,45187,210000,336000,415332,278500,38000,305000,40550,32000,620000,103500,184000,97100,169000,101326,141000,74800,80400,52300,65900,95400,39150,219000,215500,95000,15400
2013-03-15,30580,29000,45187,213000,337500,416116,279000,38050,300000,40450,32950,627000,102000,185000,97100,169000,101226,143000,74900,80900,53500,66100,95300,39400,218500,214500,96100,15400
2013-03-16,30580,29000,45187,213000,337500,416116,279000,38050,300000,40450,32950,627000,102000,185000,97100,169000,101226,143000,74900,80900,53500,66100,95300,39400,218500,214500,96100,15400
2013-03-17,30580,29000,45187,213000,337500,416116,279000,38050,300000,40450,32950,627000,102000,185000,97100,169000,101226,143000,74900,80900,53500,66100,95300,39400,218500,214500,96100,15400
2013-03-18,29200,28550,45187,223000,327000,414549,270500,37800,303500,40200,31300,620000,101000,183000,94500,163500,100026,140500,75000,78500,54300,65100,93100,39050,217500,207500,95100,15400
2013-03-19,29000,28800,45187,219500,327500,418467,269500,37600,302000,40000,31300,608000,101000,185000,96600,163500,100426,142000,74700,81300,54300,66100,93300,38800,219500,206500,95300,15400
2013-03-20,29200,28500,45187,217000,324000,428654,266000,37200,302500,39000,30900,609000,101000,185500,96900,163000,99126,140000,74900,80900,54100,65900,93700,38300,217000,203000,95800,15400
2013-03-21,29220,28850,45187,219000,324000,428654,273000,36750,303500,38000,30600,596000,103000,182500,97000,159500,96625,139000,76000,80200,55400,65100,92900,37750,217000,205000,96800,15400
2013-03-22,29160,27900,47038,214000,322000,428654,276500,35950,294000,37750,29700,603000,101000,179000,96000,158500,95925,137000,74700,79500,54600,64700,92100,36900,215500,207500,96100,15400
2013-03-23,29160,27900,47038,214000,322000,428654,276500,35950,294000,37750,29700,603000,101000,179000,96000,158500,95925,137000,74700,79500,54600,64700,92100,36900,215500,207500,96100,15400
2013-03-24,29160,27900,47038,214000,322000,428654,276500,35950,294000,37750,29700,603000,101000,179000,96000,158500,95925,137000,74700,79500,54600,64700,92100,36900,215500,207500,96100,15400
2013-03-25,29600,29050,46617,218000,323000,431005,275000,36500,295000,38000,30250,593000,101000,181000,95600,161000,95725,139000,74800,81900,55800,65700,93000,37450,216500,209500,96500,15400
2013-03-26,29900,29050,44682,215000,324000,425520,272000,36750,302500,39300,29600,589000,101500,180500,98000,159000,96825,139500,75200,82400,55500,65700,92500,38400,218500,202500,99400,15400
2013-03-27,30300,29600,45019,222500,325500,417683,271500,36950,305000,40150,29350,594000,101500,181000,98000,161500,96025,140000,75400,83200,56500,65800,93700,39050,220500,202000,99600,15400
2013-03-28,30060,29450,44177,224000,326500,426303,270500,36950,310500,39350,29900,603000,103500,180000,99500,164000,93624,139000,75000,82100,56700,65300,93700,38750,216000,202500,100000,15400
2013-03-29,30480,29500,45271,226000,331500,426303,268000,37500,311500,41150,30750,607000,105000,182000,99000,164500,94124,141500,75800,81700,56500,65300,94700,39550,219500,200000,100000,15400
2013-03-30,30480,29500,45271,226000,331500,426303,268000,37500,311500,41150,30750,607000,105000,182000,99000,164500,94124,141500,75800,81700,56500,65300,94700,39550,219500,200000,100000,15400
2013-03-31,30480,29500,45271,226000,331500,426303,268000,37500,311500,41150,30750,607000,105000,182000,99000,164500,94124,141500,75800,81700,56500,65300,94700,39550,219500,200000,100000,15400
2013-04-01,30700,28900,45692,224500,327000,438842,269000,37500,306500,40500,30550,616000,104000,181000,97900,162500,97825,141000,77000,81200,55700,65300,92900,39950,219000,199500,99900,15400
2013-04-02,30200,28750,45271,222000,325000,465486,267000,37550,305000,40600,31050,608000,102500,182000,98700,160000,96425,138500,77200,80200,54800,64100,92200,40150,218000,196500,98600,15400
2013-04-03,30520,28600,44009,220000,323000,453731,259500,37400,311000,39950,31350,609000,104500,185000,98300,158000,97325,138500,76100,79400,55600,63600,90600,37550,218500,189500,98300,15400
2013-04-04,30340,28550,44514,208000,319500,450596,249500,37350,306500,40300,30950,587000,103500,184000,96500,154500,95725,135000,75800,79000,52700,62500,90900,37650,214500,183000,98200,15400
2013-04-05,30100,29300,43588,203000,319000,447462,243500,36550,292000,38700,30950,575000,101500,183500,93800,153000,92824,132500,74300,79400,52500,61800,89100,37000,212500,180500,98000,15400
2013-04-06,30100,29300,43588,203000,319000,447462,243500,36550,292000,38700,30950,575000,101500,183500,93800,153000,92824,132500,74300,79400,52500,61800,89100,37000,212500,180500,98000,15400
2013-04-07,30100,29300,43588,203000,319000,447462,243500,36550,292000,38700,30950,575000,101500,183500,93800,153000,92824,132500,74300,79400,52500,61800,89100,37000,212500,180500,98000,15400
2013-04-08,30100,28600,43167,199500,310000,452947,241500,36300,287000,39900,30450,590000,100500,187000,91100,150000,92124,125500,75300,78100,50800,61200,88100,37750,211500,178000,96400,15400
2013-04-09,30540,27900,42242,197500,312500,428654,245000,35700,297000,39150,29600,560000,99100,184000,91100,150000,89123,125500,74100,78600,50600,60100,88600,37100,206000,183000,96000,15400
2013-04-10,30800,28150,41905,200000,320000,434923,249500,37150,292000,39500,29800,585000,98600,182000,91300,150500,91424,126000,75300,82200,52800,61400,91500,37300,208500,182500,96400,15400
2013-04-11,30420,28450,41484,201000,322500,429438,253500,36700,298500,40000,28950,580000,102000,179500,92600,152000,91023,127500,74900,86200,53000,65000,89800,37700,211500,183500,95500,15400
2013-04-12,30800,29050,40138,202000,326000,445111,252000,37000,293500,40200,29500,584000,103500,173500,93100,152500,90023,128000,77500,86600,53500,64800,89600,37700,213500,175500,94700,15400
2013-04-13,30800,29050,40138,202000,326000,445111,252000,37000,293500,40200,29500,584000,103500,173500,93100,152500,90023,128000,77500,86600,53500,64800,89600,37700,213500,175500,94700,15400
2013-04-14,30800,29050,40138,202000,326000,445111,252000,37000,293500,40200,29500,584000,103500,173500,93100,152500,90023,128000,77500,86600,53500,64800,89600,37700,213500,175500,94700,15400
2013-04-15,30060,28950,40222,195500,318000,455298,243500,36050,266000,39200,29900,571000,101500,174500,90000,146000,87423,125000,79100,85000,51600,63200,87200,36000,211000,163000,92700,15400
2013-04-16,30100,28850,39549,191000,318500,452947,236500,35400,266000,38900,30350,560000,104000,177500,89700,139500,87022,126000,74500,84200,50700,62100,88000,35500,208500,158500,91600,15400
2013-04-17,31320,29350,41442,193000,321000,477240,239500,35450,267000,38650,31650,568000,104000,183000,89000,141500,87423,128000,77000,86900,52100,62800,88500,35950,212000,160500,92700,15400
2013-04-18,30400,28400,36309,191500,315000,462351,245500,34700,273000,38200,32050,574000,103500,189500,88000,140500,88323,126000,78100,86000,51900,62200,87100,35450,211000,162000,91000,15400
2013-04-19,29300,27900,27432,187000,317500,452164,247500,35000,272000,37200,32250,588000,104000,188000,89000,140500,89223,122000,78800,86700,50600,63000,88200,35200,214500,164000,89000,15400
2013-04-20,29300,27900,27432,187000,317500,452164,247500,35000,272000,37200,32250,588000,104000,188000,89000,140500,89223,122000,78800,86700,50600,63000,88200,35200,214500,164000,89000,15400
2013-04-21,29300,27900,27432,187000,317500,452164,247500,35000,272000,37200,32250,588000,104000,188000,89000,140500,89223,122000,78800,86700,50600,63000,88200,35200,214500,164000,89000,15400
2013-04-22,29800,28800,22425,182500,315500,451380,255000,35000,262500,37200,31950,593000,103500,184500,92000,143000,89423,123000,78900,88100,50200,63300,87400,35150,217000,165000,91400,15400
2013-04-23,30000,29050,23561,183000,321000,457649,252000,35750,275000,38900,32450,596000,104000,188500,92800,145000,88323,123500,79500,89900,49350,64100,87100,36350,216500,167000,92200,15400
2013-04-24,29700,29400,25497,185000,320500,463918,253500,35850,265000,39000,32400,605000,105500,190000,93200,144000,88023,123500,79000,90600,49400,65500,87200,37000,222000,167000,92600,15400
2013-04-25,29400,29650,27516,185000,320500,452947,255000,35950,259500,39350,32200,615000,106500,188000,94800,147500,89623,124500,79500,91100,50200,66700,87100,38200,224000,165500,95700,15400
2013-04-26,29900,29400,28442,196000,321000,454514,258000,35300,269500,39100,31100,606000,106000,189500,95800,152000,88823,125000,80700,88700,52900,67000,89100,36850,222500,171500,97000,15400
2013-04-27,29900,29400,28442,196000,321000,454514,258000,35300,269500,39100,31100,606000,106000,189500,95800,152000,88823,125000,80700,88700,52900,67000,89100,36850,222500,171500,97000,15400
2013-04-28,29900,29400,28442,196000,321000,454514,258000,35300,269500,39100,31100,606000,106000,189500,95800,152000,88823,125000,80700,88700,52900,67000,89100,36850,222500,171500,97000,15400
2013-04-29,29820,29550,26422,199000,317000,453731,257000,35150,255000,38700,32000,614000,107000,193000,95500,149000,88223,123500,79000,89800,53700,67000,88500,36350,224500,164500,97600,15400
2013-04-30,29800,29850,26128,198000,313000,453731,251500,35500,247000,37250,32500,615000,107500,195000,95000,148000,89123,125000,79900,88900,53900,66100,88600,36300,222000,160000,99000,15400
2013-05-01,29800,29850,26128,198000,313000,453731,251500,35500,247000,37250,32500,615000,107500,195000,95000,148000,89123,125000,79900,88900,53900,66100,88600,36300,222000,160000,99000,15400
2013-05-02,30520,29750,27179,199500,316500,470187,258000,36000,252000,38800,31900,616000,107500,194500,92100,147500,89823,128500,80500,88200,54900,65100,88500,35050,227000,161500,97900,15400
2013-05-03,30700,29650,25749,201000,315000,475673,258500,35100,258500,37150,32400,623000,108500,205000,94600,147500,90423,130000,80100,85500,55600,65400,87600,34150,231500,161500,99100,15400
2013-05-04,30700,29650,25749,201000,315000,475673,258500,35100,258500,37150,32400,623000,108500,205000,94600,147500,90423,130000,80100,85500,55600,65400,87600,34150,231500,161500,99100,15400
2013-05-05,30700,29650,25749,201000,315000,475673,258500,35100,258500,37150,32400,623000,108500,205000,94600,147500,90423,130000,80100,85500,55600,65400,87600,34150,231500,161500,99100,15400
2013-05-06,30800,29700,26801,203500,320000,470971,261500,35300,261500,37400,32500,608000,107500,209500,98900,148500,90923,130000,78800,85700,57300,64800,87700,33500,225500,163500,99400,15400
2013-05-07,30160,28900,26464,197500,321500,463135,263500,35200,260500,37250,31750,607000,106500,206500,98000,150500,88923,128500,77700,85400,55900,64800,88300,33650,220500,169500,99600,15400
2013-05-08,29860,28900,26296,194000,321500,462351,263500,35400,262500,37250,31550,608000,106000,215000,99300,150500,90723,128500,78200,84900,54400,65700,88200,33700,219500,169000,99300,15400
2013-05-09,29800,28500,24066,192500,320000,467836,264500,35550,262000,37900,31250,617000,105500,214500,98400,151500,89923,127500,79000,82800,54400,65000,87500,34800,220000,169500,99000,15400
2013-05-10,30280,29200,23814,190000,324500,452947,268500,36400,259000,38700,30200,624000,106000,213500,99300,153500,90723,129000,80900,84500,53200,65800,89000,36000,220500,177500,98900,15400
2013-05-11,30280,29200,23814,190000,324500,452947,268500,36400,259000,38700,30200,624000,106000,213500,99300,153500,90723,129000,80900,84500,53200,65800,89000,36000,220500,177500,98900,15400
2013-05-12,30280,29200,23814,190000,324500,452947,268500,36400,259000,38700,30200,624000,106000,213500,99300,153500,90723,129000,80900,84500,53200,65800,89000,36000,220500,177500,98900,15400
2013-05-13,29420,29000,24150,186500,324000,455298,266000,36100,253000,37550,29750,611000,105000,213500,95500,149500,89723,126000,77400,83000,51900,65100,87300,35100,218500,178000,95100,15400
2013-05-14,29740,29150,24403,189000,321500,448245,268000,35850,258000,37450,30150,621000,106000,226000,97200,150500,90723,126000,77000,83300,53200,65700,87500,34950,219000,176500,94400,15400
2013-05-15,29700,29550,24361,194000,323000,451380,271000,36600,262000,38000,30550,626000,106500,222000,99100,152500,95024,126500,77000,85700,54600,68400,88600,35950,223000,182500,95600,15400
2013-05-16,30020,29900,27095,193500,320500,465486,272000,36550,266000,38600,30350,630000,105000,218000,98900,153000,97025,126500,76500,85600,55200,67800,87800,36300,228000,179500,95800,15400
2013-05-17,30020,29900,27095,193500,320500,465486,272000,36550,266000,38600,30350,630000,105000,218000,98900,153000,97025,126500,76500,85600,55200,67800,87800,36300,228000,179500,95800,15400
2013-05-18,30020,29900,27095,193500,320500,465486,272000,36550,266000,38600,30350,630000,105000,218000,98900,153000,97025,126500,76500,85600,55200,67800,87800,36300,228000,179500,95800,15400
2013-05-19,30020,29900,27095,193500,320500,465486,272000,36550,266000,38600,30350,630000,105000,218000,98900,153000,97025,126500,76500,85600,55200,67800,87800,36300,228000,179500,95800,15400
