Symbol,A005930,A000660,A068270,A005380,A005490,A035420,A051910,A105560,A012330,A055550,A015760,A051900,A032830,A017670,A034730,A096770,A090430,A006400,A033780,A066570,A000270,A003550,A010950,A086790,A000810,A011170,A009150,A000030
2011-01-01,18840,24300,31354,175000,487000,344804,391000,59500,290000,53300,30150,393500,102000,172500,88300,193500,114329,170000,65200,111898,51100,86700,91000,42900,218000,274500,124000,15400
2011-01-02,18840,24300,31354,175000,487000,344804,391000,59500,290000,53300,30150,393500,102000,172500,88300,193500,114329,170000,65200,111898,51100,86700,91000,42900,218000,274500,124000,15400
2011-01-03,19100,25000,33418,174000,487000,358910,393000,60600,287500,53100,30400,393000,104000,173000,87000,195000,113429,169500,64800,115807,51100,88000,93100,43750,224000,272500,125000,15400
2011-01-04,19120,25400,32681,177000,483500,350290,390000,61800,294500,53700,30050,394500,104000,172000,87800,194500,112529,178500,65700,116784,53000,87500,93000,43800,223000,282000,129000,15400
2011-01-05,19100,25450,32190,177500,502000,343237,395000,62000,291500,53400,29800,388000,104000,172500,89200,195500,112529,178000,65500,113852,55400,85800,90500,44500,223500,286000,128000,15400
2011-01-06,18840,26250,33123,193000,511000,351857,421000,59700,306000,52800,29350,394500,104000,171500,89400,192000,111829,180500,64600,113364,57700,85600,88200,44200,219000,297000,130500,15400
2011-01-07,18300,26100,33910,193000,504000,347155,416500,59100,300000,52000,29000,393000,105500,171500,86200,190500,114429,180500,65300,112386,57400,86800,90100,44100,219000,302500,130500,15400
2011-01-08,18300,26100,33910,193000,504000,347155,416500,59100,300000,52000,29000,393000,105500,171500,86200,190500,114429,180500,65300,112386,57400,86800,90100,44100,219000,302500,130500,15400
2011-01-09,18300,26100,33910,193000,504000,347155,416500,59100,300000,52000,29000,393000,105500,171500,86200,190500,114429,180500,65300,112386,57400,86800,90100,44100,219000,302500,130500,15400
2011-01-10,18360,26000,33910,196000,491000,352641,410500,59100,298000,52200,28800,396500,107500,170500,88400,190000,115030,176500,64700,111898,58400,89300,89100,43950,220000,301500,132000,15400
2011-01-11,18340,25500,33910,197000,491000,340102,410500,58000,310000,50700,29250,416000,109500,170000,89100,187000,119231,172000,64700,110920,59100,87500,89900,44250,226500,307500,128500,15400
2011-01-12,18280,25600,34155,196000,492500,334617,414500,58800,306000,51400,28900,415000,108500,169000,91200,191500,116830,169500,63300,110920,58600,85800,94200,43750,219500,313000,129000,15400
2011-01-13,18980,27000,34696,193500,491500,327564,418500,59200,307000,51500,28700,405000,105500,168000,98600,197000,111929,171500,65400,109455,58800,86400,95000,46400,219000,325000,127000,15400
2011-01-14,18560,27300,33959,193000,476000,318944,415000,60700,308000,53000,28150,399500,107500,167000,98500,190500,108928,171500,65000,110432,57900,86800,92000,47300,222500,319000,126500,15400
2011-01-15,18560,27300,33959,193000,476000,318944,415000,60700,308000,53000,28150,399500,107500,167000,98500,190500,108928,171500,65000,110432,57900,86800,92000,47300,222500,319000,126500,15400
2011-01-16,18560,27300,33959,193000,476000,318944,415000,60700,308000,53000,28150,399500,107500,167000,98500,190500,108928,171500,65000,110432,57900,86800,92000,47300,222500,319000,126500,15400
2011-01-17,18900,27350,33320,199000,477500,328348,421000,60400,316500,53800,28000,400000,110000,166000,97200,187000,109228,171500,65500,111898,58600,85800,90400,48000,221000,319000,126000,15400
2011-01-18,19000,26850,36613,196500,465000,332266,407000,60800,305000,53000,28150,392000,109500,166500,95600,184000,108628,166500,63000,113364,57600,85100,89900,48000,220000,312500,124500,15400
2011-01-19,19580,28050,35040,193000,470500,318944,409500,59400,299000,52200,28500,394000,109000,167000,97800,188000,108428,170000,62000,113852,57200,85200,92100,46700,220000,323500,126500,15400
2011-01-20,19740,27650,35679,192500,473000,315026,404000,59100,295000,51700,28600,406000,110000,167500,96900,186000,107728,170000,62600,118739,57200,87900,93700,48000,225000,318000,124500,15400
2011-01-21,19520,28150,35384,192000,473000,321295,401000,58900,294000,50900,28450,401000,110000,168000,95900,187000,107328,163000,61600,118250,57600,88600,93900,47300,228000,331500,123000,15400
2011-01-22,19520,28150,35384,192000,473000,321295,401000,58900,294000,50900,28450,401000,110000,168000,95900,187000,107328,163000,61600,118250,57600,88600,93900,47300,228000,331500,123000,15400
2011-01-23,19520,28150,35384,192000,473000,321295,401000,58900,294000,50900,28450,401000,110000,168000,95900,187000,107328,163000,61600,118250,57600,88600,93900,47300,228000,331500,123000,15400
2011-01-24,19360,28250,34205,185500,466000,328348,394000,56600,285000,49700,28300,396000,107500,167000,93400,183000,106427,160000,61300,119716,56100,86100,93700,45700,225000,329000,122000,15400
2011-01-25,19440,28700,34991,190000,479500,325213,400000,57500,290000,50000,28400,397000,107000,167500,97800,191000,106627,161000,61100,120693,57100,86900,97500,46500,221500,333000,125500,15400
2011-01-26,19700,27650,34008,192500,473000,325997,401000,58300,286000,50100,28700,402000,107500,168000,98300,186000,106227,165500,61800,117761,57300,89200,100500,45200,227000,334500,131500,15400
2011-01-27,19900,28600,34647,197500,474500,318944,408500,58000,295000,49900,28750,407000,106500,167500,97600,190000,105227,165000,61000,119227,59600,91300,99700,45400,227500,342000,131500,15400
2011-01-28,19960,29250,34401,197000,463000,322078,403000,57800,292000,49650,29000,401000,105500,167000,102000,198500,105627,160000,60500,117761,59000,90400,109500,43750,229000,344000,130000,15400
2011-01-29,19960,29250,34401,197000,463000,322078,403000,57800,292000,49650,29000,401000,105500,167000,102000,198500,105627,160000,60500,117761,59000,90400,109500,43750,229000,344000,130000,15400
2011-01-30,19960,29250,34401,197000,463000,322078,403000,57800,292000,49650,29000,401000,105500,167000,102000,198500,105627,160000,60500,117761,59000,90400,109500,43750,229000,344000,130000,15400
2011-01-31,20180,29400,34991,182500,460500,316593,404000,57000,267000,49900,28450,403000,103500,166000,102000,198000,106627,152000,59300,114341,55800,86500,110500,43850,227000,347000,128500,15400
2011-02-01,19640,29800,35679,179000,467500,315026,421500,57800,261500,49600,28450,410000,103500,165000,104000,206500,109228,157500,62000,114341,54900,86000,114500,44400,236500,363000,132500,15400
2011-02-02,19640,29800,35679,179000,467500,315026,421500,57800,261500,49600,28450,410000,103500,165000,104000,206500,109228,157500,62000,114341,54900,86000,114500,44400,236500,363000,132500,15400
2011-02-03,19640,29800,35679,179000,467500,315026,421500,57800,261500,49600,28450,410000,103500,165000,104000,206500,109228,157500,62000,114341,54900,86000,114500,44400,236500,363000,132500,15400
2011-02-04,19640,29800,35679,179000,467500,315026,421500,57800,261500,49600,28450,410000,103500,165000,104000,206500,109228,157500,62000,114341,54900,86000,114500,44400,236500,363000,132500,15400
2011-02-05,19640,29800,35679,179000,467500,315026,421500,57800,261500,49600,28450,410000,103500,165000,104000,206500,109228,157500,62000,114341,54900,86000,114500,44400,236500,363000,132500,15400
2011-02-06,19640,29800,35679,179000,467500,315026,421500,57800,261500,49600,28450,410000,103500,165000,104000,206500,109228,157500,62000,114341,54900,86000,114500,44400,236500,363000,132500,15400
2011-02-07,20040,30300,35875,183500,465500,318160,416000,59100,266500,51000,28800,419000,107500,165000,103500,204000,108928,156500,60000,117273,56400,86200,111000,47000,234000,364000,137500,15400
2011-02-08,19400,29700,35531,187500,469500,322078,412000,59600,270500,51900,28550,416000,108500,164000,100500,195000,104727,156000,59600,115807,57700,87000,109000,47450,241000,350000,135500,15400
2011-02-09,19460,30200,35630,177500,484500,316593,403000,59000,257500,51700,28300,403000,109500,165000,103500,198000,98925,158000,58200,117761,57000,87100,112000,47000,240500,344000,136000,15400
2011-02-10,19200,29450,34008,173500,478500,319727,388000,58700,249500,51500,28500,391000,106000,162500,99100,192500,97125,157000,57300,117273,54800,84900,110500,44500,235000,338500,130000,15400
2011-02-11,18700,28700,32534,176000,491500,317376,379000,57000,250000,50400,27950,385500,106500,163000,97900,185500,96825,155000,57500,114341,55300,81600,108000,44300,232000,330000,132000,15400
2011-02-12,18700,28700,32534,176000,491500,317376,379000,57000,250000,50400,27950,385500,106500,163000,97900,185500,96825,155000,57500,114341,55300,81600,108000,44300,232000,330000,132000,15400
2011-02-13,18700,28700,32534,176000,491500,317376,379000,57000,250000,50400,27950,385500,106500,163000,97900,185500,96825,155000,57500,114341,55300,81600,108000,44300,232000,330000,132000,15400
2011-02-14,18560,29200,32632,178000,479000,295434,375000,58200,254000,49050,27950,372500,104000,163000,94700,181000,98325,156500,56800,117273,55800,81200,109000,43200,228000,339000,130000,15400
2011-02-15,19260,29750,33811,183000,485500,299353,383000,59000,260500,49400,29000,375000,108500,161000,96900,181000,97725,157500,56500,119227,57100,81600,110000,44100,226000,345000,130000,15400
2011-02-16,19040,29650,33123,180000,482500,289949,377000,57100,258000,49000,28550,370000,108000,158500,99800,181000,96125,161000,57000,120693,56900,83500,113000,45450,223000,333500,125500,15400
2011-02-17,19060,29550,32288,176000,488500,297785,373000,57500,256000,49350,29100,373000,110000,160000,95100,176500,99526,162500,56400,120693,56300,81200,110000,45050,217000,323000,128500,15400
2011-02-18,19300,29350,31059,177000,488000,303271,386500,56600,256000,47850,29100,368500,112000,157000,92400,171500,100626,163500,58200,115318,55500,81800,106500,45250,223500,322000,131000,15400
2011-02-19,19300,29350,31059,177000,488000,303271,386500,56600,256000,47850,29100,368500,112000,157000,92400,171500,100626,163500,58200,115318,55500,81800,106500,45250,223500,322000,131000,15400
2011-02-20,19300,29350,31059,177000,488000,303271,386500,56600,256000,47850,29100,368500,112000,157000,92400,171500,100626,163500,58200,115318,55500,81800,106500,45250,223500,322000,131000,15400
2011-02-21,19280,29400,32288,180500,485000,306405,393500,57100,270000,48200,29500,376000,112500,158000,95300,177000,101826,163000,57400,117273,56400,83100,113000,43950,231000,327500,132500,15400
2011-02-22,18780,28400,31059,176500,470000,289165,387000,55700,270000,46800,29200,370000,109000,155000,93500,185000,103427,164000,57400,116784,56700,81200,120000,44000,223500,339500,131000,15400
2011-02-23,18500,28600,30764,171000,465000,286814,375000,57000,266000,48050,28350,364000,108500,155500,91700,180000,103227,165000,58000,115807,56500,80500,117000,45600,223500,336000,128500,15400
2011-02-24,18520,27200,30617,168500,468500,297002,373000,57000,268500,47800,28650,373000,109500,159000,91000,184500,103927,164000,57600,114341,56700,79200,119000,44450,228500,317000,128500,15400
2011-02-25,18560,27450,31207,175000,464000,290733,369000,56000,266500,48800,28500,364000,108000,162500,93300,176500,104827,163000,58600,114341,57100,78400,108000,43700,222500,307500,129000,15400
2011-02-26,18560,27450,31207,175000,464000,290733,369000,56000,266500,48800,28500,364000,108000,162500,93300,176500,104827,163000,58600,114341,57100,78400,108000,43700,222500,307500,129000,15400
2011-02-27,18560,27450,31207,175000,464000,290733,369000,56000,266500,48800,28500,364000,108000,162500,93300,176500,104827,163000,58600,114341,57100,78400,108000,43700,222500,307500,129000,15400
2011-02-28,18400,28000,31944,173500,460500,293867,369500,55200,258500,47550,28200,368000,108000,165000,95000,179000,104127,163000,59500,112386,56900,79000,113500,43000,223000,317500,128000,15400
2011-03-01,18400,28000,31944,173500,460500,293867,369500,55200,258500,47550,28200,368000,108000,165000,95000,179000,104127,163000,59500,112386,56900,79000,113500,43000,223000,317500,128000,15400
2011-03-02,18280,27900,31256,175500,457000,295434,364500,54300,261500,46400,27550,360000,105500,162000,94000,174500,103827,166000,58100,107500,57400,76600,106500,44050,224500,307500,128000,15400
2011-03-03,18380,27950,31059,180000,459500,298569,383500,55000,271500,46450,27450,350500,106000,161000,94900,175000,101526,169500,58200,109943,59500,77500,109500,43650,236000,322000,130000,15400
2011-03-04,18680,29000,31796,187500,465500,298569,388000,57200,282500,48400,27400,363000,109500,161500,97900,182000,100726,177500,61000,111898,63500,78900,113500,45800,242500,338500,133500,15400
2011-03-05,18680,29000,31796,187500,465500,298569,388000,57200,282500,48400,27400,363000,109500,161500,97900,182000,100726,177500,61000,111898,63500,78900,113500,45800,242500,338500,133500,15400
2011-03-06,18680,29000,31796,187500,465500,298569,388000,57200,282500,48400,27400,363000,109500,161500,97900,182000,100726,177500,61000,111898,63500,78900,113500,45800,242500,338500,133500,15400
2011-03-07,18860,29200,33074,182500,465000,301704,386000,57500,284000,49400,27550,363000,109000,164500,96600,185000,103127,173000,61200,112386,62500,78700,113000,46800,241000,345500,133500,15400
2011-03-08,18220,28500,34303,183000,459000,289949,384000,57100,278000,49000,27400,360500,107000,162000,96800,189500,101226,174000,59100,110920,63200,76600,118500,47700,235500,352500,132000,15400
2011-03-09,18120,28650,34057,186000,462500,293867,387000,58400,281000,50600,27600,368500,109500,165000,97400,186500,103727,175500,58100,109455,63100,77800,121000,48000,237000,351000,129500,15400
2011-03-10,17580,28000,32632,188500,465000,293083,400000,58300,278000,51400,27650,361000,109500,166500,96900,190500,103327,167500,58200,106523,62500,76100,124500,48000,238000,354000,121500,15400
2011-03-11,17220,27200,32239,184500,452000,296218,395000,56200,270500,49100,27100,375000,105000,163500,96400,188000,103327,164500,57000,103102,60600,72100,122000,46800,236500,348500,117000,15400
2011-03-12,17220,27200,32239,184500,452000,296218,395000,56200,270500,49100,27100,375000,105000,163500,96400,188000,103327,164500,57000,103102,60600,72100,122000,46800,236500,348500,117000,15400
2011-03-13,17220,27200,32239,184500,452000,296218,395000,56200,270500,49100,27100,375000,105000,163500,96400,188000,103327,164500,57000,103102,60600,72100,122000,46800,236500,348500,117000,15400
2011-03-14,17600,29100,31452,188000,472000,291516,401500,54700,276500,47500,26900,361500,104000,159500,96400,198000,100726,169000,56500,104080,62000,72600,135000,44300,225000,367500,119500,15400
2011-03-15,18020,29700,31502,184500,487000,290733,409000,55400,270000,48850,26200,372000,103500,158000,96100,200000,102026,168000,57000,101636,61200,74600,140000,43600,233500,382000,118500,15400
2011-03-16,17700,29400,30764,183000,485000,289949,413500,54800,271500,48200,25800,364500,101500,156500,95000,203000,100126,170000,55100,100659,59800,74300,141500,42500,239500,380500,118000,15400
2011-03-17,17560,28400,30420,178000,477500,293867,403000,55000,262000,48400,26100,358000,100000,160000,92700,199500,100526,164500,54200,97727,58900,73500,137000,42000,229500,366000,113000,15400
2011-03-18,17840,29050,31747,179500,490500,290733,414000,56500,268500,49400,26250,363500,102500,158500,96500,210500,98525,164500,54700,97630,60000,73600,142000,42800,226500,380000,113000,15400
2011-03-19,17840,29050,31747,179500,490500,290733,414000,56500,268500,49400,26250,363500,102500,158500,96500,210500,98525,164500,54700,97630,60000,73600,142000,42800,226500,380000,113000,15400
2011-03-20,17840,29050,31747,179500,490500,290733,414000,56500,268500,49400,26250,363500,102500,158500,96500,210500,98525,164500,54700,97630,60000,73600,142000,42800,226500,380000,113000,15400
2011-03-21,17820,28550,31944,179000,508000,293083,411000,56300,276000,49700,26150,370000,104000,159000,100500,210500,99126,167000,54200,99682,61300,75100,141000,43000,225500,376000,113500,15400
2011-03-22,17840,28750,32140,182000,509000,297785,417500,56300,281500,48950,26500,374500,103000,160000,100000,215000,100126,162500,54500,101148,61900,76200,140500,43150,225500,380000,117500,15400
2011-03-23,17600,28200,32239,189000,505000,300920,424000,55100,287500,48100,26450,374500,102000,159000,98900,225000,102126,158000,54300,99682,64100,75200,145500,43850,220500,400500,115000,15400
2011-03-24,17600,29150,32140,191000,496000,304838,417000,55700,295500,48000,26500,374500,101500,158500,96300,210500,102326,160000,55500,103591,65300,75300,144000,43350,226000,387000,114500,15400
2011-03-25,17840,30100,32927,202000,502000,303271,435000,56100,313000,48700,26450,393000,101500,158500,98900,214500,103327,159500,55700,104080,67900,78800,151500,44250,227500,407000,115500,15400
2011-03-26,17840,30100,32927,202000,502000,303271,435000,56100,313000,48700,26450,393000,101500,158500,98900,214500,103327,159500,55700,104080,67900,78800,151500,44250,227500,407000,115500,15400
2011-03-27,17840,30100,32927,202000,502000,303271,435000,56100,313000,48700,26450,393000,101500,158500,98900,214500,103327,159500,55700,104080,67900,78800,151500,44250,227500,407000,115500,15400
2011-03-28,18300,29950,32435,196500,504000,297785,429000,56800,308000,48600,26450,391000,103000,161000,96200,208500,105927,162500,57000,103591,66100,79500,148000,44000,231000,390000,117500,15400
2011-03-29,18140,30800,31846,199500,516000,290733,432000,56800,310000,47750,26500,382000,102000,160000,96000,215000,105427,160500,55800,105057,67000,79800,154000,43300,228000,401500,117500,15400
2011-03-30,18320,31100,32190,209000,519000,289165,443000,55900,317500,47600,26050,390000,102000,159500,97100,222000,103627,161000,56000,105057,69400,80600,161500,44500,224000,405500,116500,15400
2011-03-31,18720,31700,34254,209500,516000,297002,459000,57800,332000,49650,26500,401000,102000,161000,95100,206000,105027,168000,56700,106034,69500,81400,148000,47800,232500,389000,117000,15400
2011-04-01,18720,31350,34205,204000,497500,304055,455500,57800,323500,49750,27000,405500,102500,163000,97300,211500,103327,168000,56600,103102,69000,81000,153500,47700,242500,391000,118000,15400
2011-04-02,18720,31350,34205,204000,497500,304055,455500,57800,323500,49750,27000,405500,102500,163000,97300,211500,103327,168000,56600,103102,69000,81000,153500,47700,242500,391000,118000,15400
2011-04-03,18720,31350,34205,204000,497500,304055,455500,57800,323500,49750,27000,405500,102500,163000,97300,211500,103327,168000,56600,103102,69000,81000,153500,47700,242500,391000,118000,15400
2011-04-04,18800,30850,34696,206500,503000,320511,456000,56900,325000,50400,27500,413000,103000,165000,95600,201000,102926,172500,57400,103102,70700,82300,143000,48150,241000,379000,121500,15400
2011-04-05,18960,32250,35187,200000,503000,315809,442500,59000,308000,51700,27500,415000,103000,165000,95600,192000,103627,171000,57500,102614,68700,82800,143500,50500,247000,371500,121500,15400
2011-04-06,18800,32700,35187,203500,502000,321295,469000,58900,315500,51600,27200,415500,103500,165000,95300,195000,104727,173500,58000,103102,70100,82500,149500,49000,239500,386000,122000,15400
2011-04-07,18500,32800,33910,209000,495000,318944,480500,58000,331000,50600,27050,417000,101500,164000,96500,201000,105427,172500,57400,102614,73600,80600,154500,47950,234500,391000,119500,15400
2011-04-08,18220,31800,34401,204000,488500,314242,470500,58300,329000,50100,26700,402500,101500,162000,96000,202000,103127,172500,56500,100170,72200,80800,150500,47400,236500,389000,118000,15400
2011-04-09,18220,31800,34401,204000,488500,314242,470500,58300,329000,50100,26700,402500,101500,162000,96000,202000,103127,172500,56500,100170,72200,80800,150500,47400,236500,389000,118000,15400
2011-04-10,18220,31800,34401,204000,488500,314242,470500,58300,329000,50100,26700,402500,101500,162000,96000,202000,103127,172500,56500,100170,72200,80800,150500,47400,236500,389000,118000,15400
2011-04-11,17960,31500,33615,205000,483500,313458,475500,57400,326000,49200,26800,399000,100500,161000,93500,205500,104027,173000,55600,100170,72800,85700,152000,46700,232500,395000,118000,15400
2011-04-12,17720,32000,33271,207000,479000,319727,471000,56900,328500,48500,26350,395000,99900,159000,93000,211500,104427,177500,55500,100659,72400,86600,153500,47000,224500,388000,115500,15400
2011-04-13,17740,31700,32435,201000,484500,306405,460500,56800,321500,48150,26350,403000,99900,158500,93300,209000,104427,175500,55000,99193,70000,84500,145000,46850,223500,374500,115500,15400
2011-04-14,18000,32650,33517,211000,489500,306405,478500,56300,335000,48150,26300,406500,100500,158000,93400,210500,105027,177000,55000,99682,73500,86400,147500,46300,230000,372000,117500,15400
2011-04-15,17960,33700,33467,218500,492500,308756,496500,55200,348500,47800,26200,412000,100000,157000,91500,214000,104427,181500,55000,99193,75000,88900,144500,46350,228500,379000,115500,15400
2011-04-16,17960,33700,33467,218500,492500,308756,496500,55200,348500,47800,26200,412000,100000,157000,91500,214000,104427,181500,55000,99193,75000,88900,144500,46350,228500,379000,115500,15400
2011-04-17,17960,33700,33467,218500,492500,308756,496500,55200,348500,47800,26200,412000,100000,157000,91500,214000,104427,181500,55000,99193,75000,88900,144500,46350,228500,379000,115500,15400
2011-04-18,17820,34000,34303,221500,489000,315026,510000,55300,354000,48500,26250,422000,99700,157500,89500,215500,109328,185500,54300,99682,75700,89500,140500,46500,226500,391000,114500,15400
2011-04-19,17060,33400,34499,223500,477000,303271,510000,52500,361500,46200,25800,412500,97700,157500,93000,223500,113029,188500,54700,97727,76500,87400,146500,44900,219500,400000,112000,15400
2011-04-20,17780,33600,36957,227000,486000,312675,540000,53900,362000,46950,25950,411000,99300,158000,93800,222500,107228,192000,54200,104080,77500,89500,145000,44900,222500,404000,118500,15400
2011-04-21,18600,35300,36318,232000,493000,321295,549000,54800,361500,47900,26250,422000,101500,159000,95300,234000,108528,199500,56500,108477,76900,98200,144000,44400,225000,415000,120500,15400
2011-04-22,18480,36700,36563,235500,479000,322078,565000,53600,365000,46300,26100,433000,99700,160000,101000,248000,110128,195500,57400,106034,77900,99100,155500,44300,221500,455500,117500,15400
2011-04-23,18480,36700,36563,235500,479000,322078,565000,53600,365000,46300,26100,433000,99700,160000,101000,248000,110128,195500,57400,106034,77900,99100,155500,44300,221500,455500,117500,15400
2011-04-24,18480,36700,36563,235500,479000,322078,565000,53600,365000,46300,26100,433000,99700,160000,101000,248000,110128,195500,57400,106034,77900,99100,155500,44300,221500,455500,117500,15400
2011-04-25,18020,36450,36367,233000,485000,322078,559000,55300,370500,47500,26100,425000,99900,160000,106000,242500,107928,194000,57600,105545,78800,101500,157500,44700,222000,434000,117000,15400
2011-04-26,17980,36750,37055,246000,472000,323646,556000,54900,390000,47700,26200,423000,99000,159000,112000,253500,105027,196500,58000,104080,81500,98700,157500,43750,219500,434500,114500,15400
2011-04-27,18340,35100,35875,246000,472000,327564,553000,54600,383500,47450,26000,434000,98800,160500,120500,247500,103327,190500,59500,102125,83400,100000,165500,43700,223000,419500,113000,15400
2011-04-28,18480,34600,35089,235000,475000,336968,521000,55700,368000,49700,26200,426000,98800,162000,117000,246500,104127,192500,62000,106034,76600,95600,162000,44300,227000,399000,113000,15400
2011-04-29,18020,34200,34794,254000,466500,329131,522000,55300,377000,50400,25700,439000,97500,161000,113000,254000,104127,188500,62200,104568,81800,97500,169500,43000,218500,394500,107000,15400
2011-04-30,18020,34200,34794,254000,466500,329131,522000,55300,377000,50400,25700,439000,97500,161000,113000,254000,104127,188500,62200,104568,81800,97500,169500,43000,218500,394500,107000,15400
2011-05-01,18020,34200,34794,254000,466500,329131,522000,55300,377000,50400,25700,439000,97500,161000,113000,254000,104127,188500,62200,104568,81800,97500,169500,43000,218500,394500,107000,15400
2011-05-02,18200,33600,36662,245500,470500,333049,522000,57500,358000,53000,25650,423000,97800,162500,111500,230500,107728,192000,64000,100659,76800,97700,158000,46000,232000,379000,102500,15400
2011-05-03,18720,34450,36269,251500,483000,337751,536000,56800,368000,52500,26450,424000,98300,164000,110000,234000,109828,197000,67000,102614,76500,101000,154000,45600,231000,388000,104000,15400
2011-05-04,18600,34150,33861,240500,477000,342453,517000,57100,357500,53000,27000,425500,98100,164000,110000,225500,106227,198000,64800,102614,72900,97800,144000,46500,236500,377500,106000,15400
2011-05-05,18600,34150,33861,240500,477000,342453,517000,57100,357500,53000,27000,425500,98100,164000,110000,225500,106227,198000,64800,102614,72900,97800,144000,46500,236500,377500,106000,15400
2011-05-06,17980,31900,33418,238500,475500,328348,496500,55300,353000,52000,28100,438500,97800,166000,110500,219500,110028,184500,64000,102614,73100,92900,139000,44350,227500,374000,104000,15400
2011-05-07,17980,31900,33418,238500,475500,328348,496500,55300,353000,52000,28100,438500,97800,166000,110500,219500,110028,184500,64000,102614,73100,92900,139000,44350,227500,374000,104000,15400
2011-05-08,17980,31900,33418,238500,475500,328348,496500,55300,353000,52000,28100,438500,97800,166000,110500,219500,110028,184500,64000,102614,73100,92900,139000,44350,227500,374000,104000,15400
2011-05-09,18160,33000,34008,238500,471500,329131,510000,55900,352000,51100,29300,412000,98100,167500,106000,217000,107828,187500,65000,105057,72700,92400,139500,44200,223000,373500,104000,15400
2011-05-10,18160,33000,34008,238500,471500,329131,510000,55900,352000,51100,29300,412000,98100,167500,106000,217000,107828,187500,65000,105057,72700,92400,139500,44200,223000,373500,104000,15400
2011-05-11,17780,33700,33861,240500,472000,333833,511000,55700,350000,51000,29100,404500,98500,165000,112000,229000,110028,185500,64700,105057,75000,92100,146000,43400,224000,386000,102500,15400
2011-05-12,17720,33450,33222,245500,467000,324429,511000,55400,344000,50000,28500,404500,98400,163000,110500,216500,108328,182500,64300,110432,75200,96100,137000,44200,224000,385000,105000,15400
2011-05-13,17920,34600,33861,237500,464500,314242,500000,55300,336500,49950,28000,401000,98600,161500,117000,215500,106627,189500,64900,112386,75000,97200,136000,39500,218000,391000,108000,15400
2011-05-14,17920,34600,33861,237500,464500,314242,500000,55300,336500,49950,28000,401000,98600,161500,117000,215500,106627,189500,64900,112386,75000,97200,136000,39500,218000,391000,108000,15400
2011-05-15,17920,34600,33861,237500,464500,314242,500000,55300,336500,49950,28000,401000,98600,161500,117000,215500,106627,189500,64900,112386,75000,97200,136000,39500,218000,391000,108000,15400
2011-05-16,18340,35000,33173,226000,463000,313458,485500,54000,335000,47550,27900,420000,97900,161500,117000,212000,109528,187000,61900,112875,71200,96500,133000,37100,207500,389500,111000,15400
2011-05-17,17940,34150,32583,224000,455500,316593,496000,53500,331000,47600,27600,435000,97300,163500,117000,211500,117030,191500,62600,110432,70400,96500,136500,37050,212500,397000,109000,15400
2011-05-18,17860,33100,33418,228000,456500,315809,493000,53900,345000,48900,27700,437500,96700,164500,114000,219000,116230,188000,63000,109943,72800,98000,142500,37450,211000,405000,105000,15400
2011-05-19,17820,32950,33615,241500,457000,305622,513000,53500,352500,48050,27700,435000,96600,164000,119500,224500,115230,194000,63100,109943,75000,99100,143500,37000,214500,417500,103500,15400
2011-05-20,17700,31750,32681,234500,458000,302487,503000,52500,341000,47350,28000,442500,95400,166500,122000,220000,116530,185500,62000,107011,72600,93000,141500,37550,212500,405500,101000,15400
2011-05-21,17700,31750,32681,234500,458000,302487,503000,52500,341000,47350,28000,442500,95400,166500,122000,220000,116530,185500,62000,107011,72600,93000,141500,37550,212500,405500,101000,15400
2011-05-22,17700,31750,32681,234500,458000,302487,503000,52500,341000,47350,28000,442500,95400,166500,122000,220000,116530,185500,62000,107011,72600,93000,141500,37550,212500,405500,101000,15400
2011-05-23,17540,31950,32042,232000,452000,300920,501000,52900,341000,47600,29200,458500,95100,169000,119000,215000,122031,188500,63900,105545,69800,94500,141500,38600,213500,404500,103000,15400
2011-05-24,17440,30800,31108,226500,449000,300136,483000,52300,338000,48000,29750,437500,93200,166500,115000,203000,121931,182500,63800,98705,68400,90300,133000,38150,209000,378000,98100,15400
2011-05-25,17580,31350,31846,235000,446000,295434,493000,52500,350000,48200,29650,431500,92100,164000,117500,214500,121431,186000,65400,98705,71500,89000,143500,38950,209500,388000,98600,15400
2011-05-26,17360,30500,33418,235500,442000,304055,485500,52000,350000,48100,29500,429000,89300,161500,116500,214000,121531,186500,65000,95968,71900,89100,142500,39500,211000,367500,94700,15400
2011-05-27,17480,31200,33517,246500,440000,294651,510000,51700,366000,48550,29550,425000,88400,160500,121000,223500,122832,200000,66000,96945,75300,90300,144000,40300,209500,374500,95200,15400
2011-05-28,17480,31200,33517,246500,440000,294651,510000,51700,366000,48550,29550,425000,88400,160500,121000,223500,122832,200000,66000,96945,75300,90300,144000,40300,209500,374500,95200,15400
2011-05-29,17480,31200,33517,246500,440000,294651,510000,51700,366000,48550,29550,425000,88400,160500,121000,223500,122832,200000,66000,96945,75300,90300,144000,40300,209500,374500,95200,15400
2011-05-30,17900,31400,34843,250000,434500,297002,511000,51900,377000,48200,29300,428000,90300,161000,127000,226000,122632,198000,65000,96555,75900,89800,148500,40250,211500,369000,97400,15400
2011-05-31,17800,29200,35482,247500,432000,295434,515000,50600,373500,47750,29300,424500,88800,160000,126500,224500,123832,177500,63500,94307,74200,87100,148000,38900,208000,383000,93500,15400
2011-06-01,18040,30100,35777,251500,436000,303271,534000,51900,376000,49700,29400,435000,90200,160000,130000,235000,128533,180000,63700,95577,76000,89100,153500,39300,207000,396500,94000,15400
